"Date","Review"
"June 18, 2017","I wish it were a little cheaper, but I love it."
"October 5, 2017","Great app"
"October 24, 2017","Great!"
"June 10, 2014","When I initially heard that Spotify would be free on mobile/tablets, I was thrilled. When I saw it wasn't the case on the Kindle, I was sad. When I noticed today that they'd uploaded anew, I was thrilled again.  Now, I'm just disappointed.  I use Spotify on my computer regularly, and I was glad to see that my playlists uploaded to this app without a hitch. That was approximately the end of that emotion because of the following:  1. Without premium, one must be online to listen. Why is this a problem? Because some of the playlists I imported are of music that I own. If I can listen to that music when my computer is offline, why is there no option to download said music to the app?  2. One's personal playlists must be played on shuffle. Why is this a problem? Well, it's certainly not the most terrible thing in the world, and I listen to my playlists on shuffle often, but if I start to listen and, a few songs in, decide I want a specific song next, I can't do that.  3. It likes to give one suggested songs when one is trying to play one's own playlists. It doesn't have the best algorithm for this. Why is this a problem? If I'm listening to ""The Color Spectrum"" and it decides to throw a song from ""Migrant"" in the mix, that's really jarring. Besides that, its algorithm seems to mainly throw either more of the artist at you (No, I don't like every album that band has put out.) or just lump everything into a few too-big categories (hip-hop, indie, rock, country) and throw the most random s*** from said category at you (And no, (new) Train is nothing like ""Of Great and Mortal Men"".). You only get a small number of skips if you don't have premium. Sounding a little familiar yet? Only it's not. Because that other app you're thinking of has user feedback, upvotes and downvotes. Spotify lacks that. So this app could play all the songs from ""Migrant"" at me a thousand times over and never learn that I hated it.  Spotify on my computer? 5 stars. Spotify on my Kindle? I'll stick with Pandora."
"July 5, 2017","I never ordered this I have Spotify and have for 3 years why would I have 2 accounts I want my money back !"
"May 16, 2016","Wonderful. I am a premium member so I frequently use this app. Thankfully it is very cooperative with my Kindle Fire HD 8. I see no problem with this app at all. I would highly recommend this app, and I do quiet often, to family, friends and everyone who love listening to music."
"April 23, 2017","It crashes often"
"October 24, 2017","Works well including changing music with another device."
"September 4, 2017","love it. can find any type of music and when you play a certain type it will set you up with like type programs for each day. the 30 second commerical - every 30 minutes is not painful at all."
"July 13, 2017","U GUYS SHOULD HAVE THIS APP BC U CAN PICK UR FAVORITE artistes I LOVE IT I TAKE A SHOWER AND OUT MUSIC ITS SOOO GOOOOD"
"July 20, 2017","was really good"
"November 7, 2015","I have been using spotify free for a year now, I used to be able to skip as many times as I wanted to and play any song. I can't do that anymore since the most recent update. Spotify is supposed to be free on tablets and computers, meaning you can choose any song and skip as many times as you want but it still has ads. My moms tablet and my dads both have the ""tablet"" version of spotify. Not my kindle, I now have to use the sucky ""mobile"" version like is on my phone. Please recognize kindles as tablets and not phones. Spotify was great. Please fix this!! I don't understand why kindles are considered different than every other tablet."
"October 19, 2017","good"
"September 25, 2017","cool"
"October 28, 2017","Very good"
"April 9, 2017","You separate the catacorie of your music and there is very little comertrals!!!!! The best thing ever😀😎🙌🌈🌈🌈=-O 👑👑👍👍👍👍👍👍💖💖💗💗👌😏😎😱😁😁😁😁😁😉"
"October 12, 2017","Good vibes"
"September 6, 2017","Can't get enough of this app! Perfect for music on the go, and with a bit of personalization, it trumped Pandora in my book!"
"October 13, 2017","The thing that impressed me the most about this was the ease of use. I also liked O could put in the singer's name and hear only them. You don't have to listen to music that you dont know, you just listen to the music you asked for."
"February 8, 2017","i love i have access to alost all the music and podcasts my heart desires. i use spotify seven days a week for atleast three hours a day. it does eveeything i need on every device i own"
"June 16, 2017","This app is awesome😀😀"
"December 13, 2016","The app plays the music you want to play...but you have to pay for ad free music"
"September 22, 2015","I love Spotify, or at least the old version, now I am getting really frustrated. You have way too many adds, I get it that you want money ,but for the people who can't get premium it's really fricken annoying. Then the recommended songs that I don't want, along with the skip limit, that's just way too mutch. Other than that this app in wonderful, and lets me listen when I want."
"April 13, 2017","Item is what was described."
"April 19, 2017","It works really well"
"June 29, 2017","This app is one of the best music apps ivre ever had. Defiantly worth it for Premium"
"August 21, 2017","love it!"
"August 8, 2015","Whenever I heard about the amazing reviews I decided to download the app. I was impressed by how you could make your own playlists, however it went downhill fast. After playing around with it for a bit I decided to exit the app and do something else.... but couldn't find a way to exit the app! I ended up having to turn off my kindle fire to make it stop playing music. I think the creators had good intentions but there are a lot of bugs that need fixing."
"August 4, 2017","Great music app much better than the others. Let's you choose from listening to one artist or multiple. Also if you are a student you get a discount which is a plus for me."
"October 12, 2017","Its the best I can play music whenever I want and I can play it anytime with no problem only with WiFi but this app it amazing I really injoy it I hope this will be rated greatly in the future!!!!!👌😶😛😜😝"
"May 21, 2016","All the music it has is FREE! It runs smoothly and the ads happen after two songs, but who cares? Just turn it off! Great app!!! Totally recommend."
"August 20, 2017","Very rapid download,"
"December 3, 2015","This app works just like Pandora. I'm not saying it's copyright, as they do have a different feature, but still. That different feature? Paying. That is the only issue. They are currently giving 3 months for $0.99, but then it jumps to $9.99 per month! Honestly Spotify, you could lower that a little."
"August 2, 2017","Spotify has a great variety of music and allows you to make your own custom playlists. It also offers a discount to students!"
"May 25, 2017","Wonderful way to listen to music!"
"April 7, 2017","I enjoy my kind of music which is from the 20-60. Now I can listen whenever I want. Its great."
"April 14, 2016","Spotify is a great way to listen to your favorite music. I love to put my head phones on and just listen away. I recommend spotify. All the music is free. You can also listen to music while you play games! You can make playlists of all your favorite songs from country to rock or pop."
"November 10, 2015","I love spottily. There is no end to the playlists and albums you can download and you can have any music anytime, anywhere. Couldn't be happier."
"March 23, 2017","I love thus app!! It works so well"
"August 15, 2017","Spotify has been a lifesaver when I needed one. Three huge playlists and building!"
"August 11, 2017","Good"
"June 3, 2017","I like Spotify, and I love how you can make playlists. However, it would be great if it didn't require WiFi. I do still love it though😀!"
"August 4, 2017","Life is good. This helps."
"April 15, 2017","I love this app except for the 7 day premium trial when we sign up we should have premium automatically."
"May 20, 2017","I love how I can hear music for free! I love the quality and how it uses jot too much internet! Yes, get the app!!!!!!!"
"July 20, 2017","Excellent"
"May 25, 2017","Used Spotify for it's first few years in the States... LOVED IT!  Been away for a few, took advantage of the student discount subscription, I'm back and...  STILL LOVE IT!"
"October 24, 2017","Way way better than Pandora. Artist and song selection more varied and extensive. Should have gotten it a while ago."
"August 3, 2017","Love it"
"April 29, 2017","Love it!!"
"March 29, 2017","Works internationally. Great way to hear new music and console goodies. Great sound quality and options for play."
"March 1, 2016","This is cool and you can duplicate songs and it won't stop you!!!"
"January 19, 2017","I'm sure I haven't found all there is to learn but what I have so far is very fun. I like the idea that you say what categories you like and Spotify choses the song it will play. I don't get bored with them that way."
"June 19, 2017","Just love it!"
"December 4, 2016","Just perfect. Works incredibly fine with Echo Dot."
"April 2, 2017","The way u listen gets better the more you feed it"
"September 13, 2014","Doesn't work as well if you aren't a member of Facebook. Also, if you are non paid they play the music in shuffle mode which would be ok if the didn't keep playing the same music more than twice."
"April 23, 2017","Awesome!!!!!! Works perfect!"
"March 24, 2017","This is an amazing app, but every time advertisements play it either restarts or entirely crashes."
"August 9, 2017","I am very picky. I know what I want! Spotty let's me do as I wish; collect, switch, store and explore. When I work out I can create my pace needed at the time. Excellent!"
"August 21, 2017","What is there to say, free music. Just have to listen to some commercials.'"
"May 29, 2017","I love it!!! Because there are millions of choices of songs to choose from!!! 💗🎶🎵"
"September 8, 2016","This app is great. I love how you can match the music to your run cadence. I recommend this app and upgrading to premium because not having a commercial interrupt your music is worth the monthly fee."
"October 29, 2017","I like the variety they got going here. Few bugs every now and again but over all not bad."
"May 13, 2016","Spotify is a very very well made app to listen to music on. When you turn on Pandora you deal with advertisements and more. With Spotify advertisements are almost non-existent. The only thing that does need to be implemented is a setting to turn off or take out swear words. All in all this app is a very good app and I recommend this app to anyone who wants some music in their day."
"June 9, 2017","Totally nailed my exact taste while also introducing me to more awesome music. You can choose exactly what you wanna hear and you can condense the adds as you please"
"April 9, 2017","Great internet music."
"July 13, 2017","Love"
"October 24, 2017","Love this app, listen to this every day"
"June 15, 2017","Not a big deal"
"August 5, 2017","My fave"
"August 30, 2017","Need lock screen controls"
"April 6, 2017","Spotify is Awesome..."
"June 6, 2017","please update gui"
"July 29, 2017","Love this app use it daily"
"February 24, 2015","So this spotify crap, it works, it just stops every three songs or so. Just ephing stops, whether it be in the middle of the song, going to another song, doesn't matter. It just stops. When I go to press play it does nothing. How do you expect me to buy premium if it just stops? I rather just waste the 300 or so hours ot'll take for me to download all of my personal music on to my phone then deal with this crappy, crap."
"December 2, 2016","Been using spotify for a few years and it's simply the best. The Discover personalized playlists came around when I was considering getting rid of it and I'm hooked for a few more years I think."
"May 7, 2015","I recommend this app over all of its competitors.  It is a little hard to understand all the stuff in the app at first but whence you learn that it's a great music app.  You can pick the songs that you only want to listen to or you can have it pick songs for you. Way better then Pandora right.  Highly recommended!!!!!!!!!"
"May 12, 2017","Spotify is great. Highly recommended!"
"April 14, 2017","Honestly can say even premium with the offline feature is amazing. Not eating data while working is a life saver in low out of area signal coverage."
"June 16, 2017","I'm listening to spotify when I'm doing this review of how good the music is Get it get it"
"April 10, 2017","Best music app on the market for the price. The shared plan makes it even better. Its me,the wife, and 2 teenage boys on the family plan and any song I cld think of I have found."
"April 18, 2016","You won't know what you'll like until you hear it. Pick a genre, artist, anything having to do with music. Spotify will find it and play it for you. Choose an artist whose music you love, Spotify will create a radio program based on your choice! Endless possibilites!"
"June 27, 2017","Excelente!"
"December 30, 2016","My overall 3 stars rating is the average of 5 stars for the available music library and the user interface on my apple devices, desktop PC and android TV, and only 1 star for the interface on Roku, which looks and works like somebody created it in his garage more than a decade ago."
"May 6, 2017","I didn't know this existed until the other day and i wish like hell I'd know of it sooner. I love the different type and styles they offer."
"May 17, 2017","Great music app"
"February 24, 2015","I didn't care for the idea of spotify. BUT NOW I LOVE IT. Get premium and you'll never regret it. Perfect layout, very easy to use and perfect quality. If you have multiple devices you can control spotify from all of them. Makes the music experience so my much more interactive and integrated that you'll never want stop using this app. Download now!!"
"October 3, 2015","This is my music app! It's opened up my interest in so much new music and that's why I recommend it so much. Very nice display, by the way and very easy to navigate around the various musical genres. Of course, I would love it if they offered a bit more in the international, world music department. And I'm praying that Spotify expands the classical music selection as well. Still, this is one great app for the music lover!"
"January 25, 2017","I'm really loving this music"
"May 31, 2016","This app is my life! Freaking love it and hope all y'all out there get this so you can enjoy it too :p"
"June 5, 2017","Wide range of artists and easy to set up. The app asks which artists you like and creates playlists based on your answers. In my case the playlists are on target. I have the free version and the ads are low key and unobtrusive. I recommend it."
"January 15, 2016","I love it!! It has all music. YouTuber music, new music, new releases, different genres, no limit on how much music you get, get a 7 day free trial for Premium, create private playlist, collaborative playlists, and public ones. There's so much more stuff. Not as many ads as Pandora, definitely! I just love Spotify!!"
"October 26, 2017","I enjoy this app very much!!! I can get my praise on!!!!!!! I can get in the spirit and thank the Lord with only a 6 minute interval every 30 minutes. The gospel channel is AMAZING!!!!!!!!!!"
"August 4, 2017","I like it, it has a lot of songs. Including Hebrew songs, which I like."
"April 14, 2017","I think Spotify is a amazing app because you can search for songs and if you tap on an artist is won't change the song unlike Panorama. I would give this app a 5 star rating!!!!"
"June 14, 2017","great"
"July 2, 2017","This is amazing"
"June 1, 2017","Love them"
"December 9, 2016","Love it! Though I wish you could filter out explicit songs for those times that I want to stream music at a 5yo birthday party."
"August 30, 2017","I Love how easy it is to create playlist, find new songs, learn something and share my music!!!"
"July 15, 2017","SPOTIFY IS MY FAVORITE!!!!!!!"
"May 18, 2017","Spotify is one of the services I would recommend to my family qnd friends. You can't go wrong with it."
"May 7, 2016","I can hear all the album music recorded by any artist."
"January 27, 2016","Great to listen to Music, but it is a pain to deal with is you are not subscribed. Also, if you do the three months for .99 that comes around every once in a while and do not want to fully subscribe, make sure to cancel the subscription the day before it is going to expire"
"August 28, 2014","I love Spotify it's the best music app you can listen to whole complete albums not just the same ones Pandora plays over and over this is the deal for free listen to all your songs or albums and they have a large catalog it's free but no downloads and got to have wifi to work and a commercial about every three songs but for $9.99 a month the same except you can listen off line and no commercials..I LOVE IT !!!!"
"October 26, 2017","I sit here listening to my past. I remember all the songs and all the people and experiences that go with them and they come to mind to ease my soul! Thank you"
"August 22, 2014","I really enjoy listening to music on Spotify. I like being able to listen to specific songs and add them to playlist. I have found great music I didn't know about by listening to others' playlists as well. The app is easy to use and the commercials are very reasonable in quantity and content."
"July 21, 2017","Great app, great quality music and everything 👌👌👍👍"
"October 4, 2016","Love using Spotify to listen to music that I don't already have in my personal collection"
"December 24, 2014","I've used Pandora and IHeart Radio, but neither of them are anywhere near as good as Spotify. On Spotify Free, you can listen to any don't song you want, and save it to a playlist. The only thing I would like to be able to do is download the songs without having to get Spotify Premium, but I completely understand why the download feature would be for Premium."
"April 7, 2017","Excellent"
"April 4, 2016","Am a premium subscriber (family plan). Well worth it. Have it on my cell phone and my Amaozon Echo."
"December 28, 2016","Day two of using this app and I find it to great for using the Bluetooth headphones and getting stuff done while enjoying my favorite music or laying on the couch with the flu..."
"July 27, 2017","Great"
"May 14, 2017","great music app..."
"March 26, 2016","This is an amazing app for music lovers especially if you get premium."
"April 6, 2017","use often"
"June 12, 2017","I enjoy Spotify music and even use it at home and at the gym."
"August 4, 2017","Has it all. Old and new Blues, Jazz, rock of all ages and now my songs are set up to be played when and where I want!!!! Thank you Spotify!!!!!"
"August 17, 2017","Use it all the time on my Kindle Fire. Love it!"
"December 9, 2014","Really enjoy this app/service. The premium service is a couple $ more than I think it is worth, However, the free version will drive you insane with the commercials. Can use your Smart Phone to control music/playlist selections on you Laptop, or other app and internet capable devices."
"May 3, 2017","it is okay"
"October 11, 2015","Something happened in the update that it only lets me play on shuffle and I can't pick just one song to listen to. And when I do not want to listen to a certain song on my playlist it only lets me skip a song 7 times and tries to get me to buy the full version of Spotify. So, I only listen to Spotify when I am in a really good mood. It doesn't make sense, HELP!"
"October 23, 2016","Ive had it for almost a year and its really good"
"March 2, 2017","spotify is the best"
"April 28, 2017","Is plays music"
"October 14, 2014","FINALLY, I'm done with pandora with it's stations that play only top forty hits (and other bogus selections.) This is what we waited for people. At first this app only let you listen to the radio unless you bought the premium version, but now you get an almost unlimited music selection for free without as many adds (only about 1 or 2 every 5-6 songs) There is still some stuff that needs worked out, like navigation and display, but it is well worth it!"
"November 26, 2015","OMG ...love love love this app..highly recommend"
"March 20, 2017","This is an amazing music streaming and downloading app! The fact that you can have a Premium 7 days FREE of ad free music and skippable music unlike I Heart Radio this is amazing!"
"March 16, 2017","Its great free music online but it would be great if on specific days or months there would be free to listen to if off line and no adds but besides that its great"
"May 13, 2017","Totally awesome. Except why'd they take away the ability to share songs within spotify accounts. My family and i really enjoyed communicating in that way. We do love all the Swedish, and Norwegian music though. ...KvelertaK RULES!"
"September 4, 2017","I think that Spotify is really cool because you list an to music at any time any where!!!😀"
"January 24, 2016","I love the app. It has a great variety of artists and music for all tastes. I tune in everyday to escape from regular radio stations so I can hear the music that I really enjoy. A bonus is that you can create your personalized playlists. And a discount for students. Great app overall. Highly recommended."
"March 16, 2015","Spotify is just the tits. I tried using the $20 credit Amazon gave me for their app store, but it wouldn't allow it. I'm using the free premium trial for now, and will probably pay for it when it runs out. Just as an FYI: to make music available offline you MUST have the space in your phone. Don't sign up for premium because of that perk without having the extra space."
"October 28, 2016","Love the ease of navigating thru any style of music. The only music app I use, period."
"June 14, 2017","Good"
"May 29, 2017","muy buena app"
"November 17, 2016","Works really well."
"July 29, 2017","I love it! It's great because I can listen to my favorite artists and I don't have to pay for it."
"August 17, 2015","I love spotify!!!! Just wish they had a bigger section of Korean and Japanese music."
"March 29, 2016","love the app. Don't get very good reception sometimes though so songs get often interrupted."
"March 2, 2017","Music intune app"
"March 7, 2017","This is definitely the best music app. I use Spotify Premium and it is amazing. I can listen to whatever song I want when I want. Strongly Recommend!"
"April 30, 2017","Work well."
"March 26, 2017","Great product!"
"April 25, 2017","Love it"
"June 27, 2017","I absolutely 💃 love it"
"January 9, 2017","I've been enjoying this app. What you can't find probably hasn't been created yet. On the downside of not purchasing the premium package is the fact that you can't hear the specific song you've been dying to listen to all day. Nevertheless, It's worth the time and space on your device."
"November 10, 2017","If you want to see what sounds like your music."
"December 20, 2015","I really love Spotify my choice for any music player. Better than Pandora actually! It's an all around great app. So it's a must get if your really into music. But the Only thing that grinds my gears is the ads like three ads that all last 30 seconds. So you listen to music for around 20 minutes and these ads play, but all you have to do is pay to get premium."
"March 9, 2017","Awesome app"
"July 8, 2016","I had been using this app for free for a year and finally paid for a subscription so I could listen to my playlists while camping. It worked great for several days, but on the day we went to come home the app logged itself out and required internet to log back in. It took an hour of our 6 hour trip to find WiFi, and then most of my songs were not showing as downloaded anymore. Very frustrating! It's been a month since then, and today all my songs are gone again! I won't be renewing my subscription."
"February 9, 2017","free music always interest me it is a bonus to be able to listen only to music that i like."
"March 6, 2016","Spotify is far superior to other music apps, it has the radio feature that lets you explore songs similar to those that you like as well as the playlist and album feature that lets you play specific songs. The kindle version does not require you to do shuffle play, but it is still available."
"April 30, 2017","Great streaming app! Better than Pandora. Free is also a great thing. Check it out... Needtobreathe, John Mark McMillan, it's all good."
"August 31, 2017","I have not used Spotify Music for many months, though the times I used the app I gained opportunities to listen to new genres of music, enjoyed all my selections of stations, and used the 30 day free trail that let me listen to Views."
"October 13, 2015","I love being able to listen to anything on Spotify including the latest hits... However I am disappointed with the fact that I can only cancel my paid subscription through email and am still continuing to be charged 3 months later... There's got to be an easier way to cancel, this isn't right.."
"April 6, 2017","I've only used this briefly, but I'm sure I'm going to love hearing my favorite music."
"March 17, 2016","This is the best music player available. Allows for many genres."
"April 30, 2017","Love it."
"September 21, 2017","love it"
"April 8, 2017","I love Spotify, but I was looking for a country artist named Garth Brooks, and was disappointed at what showed up: all covers of Garth's songs. I also enjoy some indie artists such as JayteKz. He wasn't on there and neither was Gwar. Somewhat disappointed, but otherwise a great music app."
"August 15, 2017","I love finding all my faves. The quality on a lot of the songs is not very good."
"April 6, 2017","Disabled"
"March 28, 2017","Best thing ever"
"February 24, 2015","Very good app. Allows u 2 listen music that u want 2 whenever u want. U do need WiFi. Allows u 2 make playlists and save albums and songs. Ah can also follow artists. Although 1 time I made a playlist and after the first song it would play songs from an album I had not saved. But a very good app. I recommend this 4 anyone who loves music."
"August 16, 2017","I love the songs and artists who make them"
"July 30, 2017","Great music, based on your preference!!!🎆"
"July 14, 2016","I like Spotify A LOT. The music selection is endless, the price is right, and I can have music anywhere! I only wish that it was a little more user-friendly. I finding that building playlists, folders, etc. to be a bit cumbersome."
"June 14, 2017","Best music streaming app!!"
"March 15, 2016","I (my mom) used to use Pandora but it only played random songs but Spotify only plays the songs that you download(for free) . There's no need for a email,password,or username. All you have do is to make sure you login every 30 days to refresh the lisence automatically."
"March 4, 2017","Very cool sounds"
"March 10, 2017","By Anna Kathleen /September 19 1979."
"April 9, 2017","Love it"
"August 17, 2017","Plays the artists till you change to another very well."
"August 2, 2015","I thought Spotify would be complicated, but it is actually easy. It doesn't cost money yet it has nearly every album ever made! I can listen to music while on the internet- on Youtube, you can't go onto another tab or the music will stop. I highly recommend this app for all ages! 😀"
"November 14, 2016","I am totally digging Spotify. I'm listening to music I haven't heard in years. And watching less tv. That said, I'm surprised how little is available for some artists. Still well worth the cost."
"April 1, 2017","Long time spotify user. Love the app"
"December 23, 2015","I love spotify so much. It works much like pandora in which you can create a radio station of an artist to discover new music. However, you can also find a certain song and save it into 'your music' and play it anytime you want where there's WiFi, for free. Overall, it's a great app and definitely worth the download."
"April 4, 2017","I mainly downloaded this app to listen to music from the Beatles, the rolling stones, etc. Very good due to the fact that it has the remastered editions, 5/5."
"April 2, 2016","You have to pay money to actually pick songs to listen too. Otherwise you have to shuffle your playlist and risk having to listen too a random song they recommend. I'm leaving this app alone till I get money. And you should too."
"October 3, 2015","I like this app I don't have premium, but I do still like it. If you just want to listen to music for free it's great. They have a great selection of songs. The ads aren't bad and they aren't that long, so I don't pay for the premium, but I have heard that people say the premium is worth it. All in all its a great app."
"July 10, 2015","Awesome!!! I just love, the music choices, and the choices, I can make!!!!"
"June 16, 2015","This is a great way to not only stay up-to-date with your favourite music stars/groups/composers, but the Spotify playlists are a vrery useful way to discover new ones. The interface is ""busy"", but once you get used to where everything can be found, it's very controllable and quick. A great experience."
"February 3, 2016","my kid bought this"
"January 9, 2016","Spotify has replaced itunes and all other music organizing and streaming programs for me. I have premium, being able to make changes on one device that apply to all is great and being able to download different playlists on different devices means that I can tailor my offline music to my needs."
"February 1, 2015","My favorite music app EVER! I love the playlists for every mood and I love making my own. I really love older music and they have a vast selection!!! Works great no hiccups!"
"July 29, 2017","Best music app ever! Great playlists and albums. Spotify rocks!"
"June 21, 2016","Almost ANY artist, song, or album that you could think of from musical history, and thousands more that you couldn't; all organizable in playlists, related-random play, or individually manually.  Excellent service & app. :)"
"July 20, 2015","The only thing is that it sometimes shows inappropriate images for album covers but and that you can not have one account open on 2 different devices butother then that best music app ever! I would rate it 10+ for inappropriate images. You can even create your own play lists and share them. I LOVE SPOTIFY:):p!!!"
"March 20, 2017","Great"
"February 18, 2016","Thanks"
"July 26, 2017","It create mix taps by itself so I would recommend it to people"
"July 5, 2015","It seems to take a lot of my RAM but other than that I really enjoy it."
"April 5, 2017","😉"
"September 19, 2016","Huge selection of songs and amazing playlists. Works smoothly and can be used as a remote if you're listening on PC. If you don't have the ad free Kindle, you won't be able to access the lock screen controls"
"February 26, 2015","All, I'll say is this is app is amazing beyond belief, I'm in shock that it exists...and for free. And in addition to practically any song, full album, or artist you can think of...new releases drop the same day as any paid store.  Without saying too much, using it on a tablet is EVEN BETTER due to some really nice perks that you usually have to pay for."
"September 21, 2017","Its great.remember to download your favorite songs ,so u don't forget.☺😎👍👍🎵🎶🎼"
"November 11, 2017","Its great!!! I love it!!! Has almost every song out there!!! 😚😚😚😁😁😁😁"
"March 24, 2017","Ok"
"December 17, 2014","It has tons of music for you. All you have to do is find the music you like and save it to your profile. It's FREE!!!!ðððð"
"May 27, 2016","I was looking for stressed out and it was an a blurry face radio and I was like aww I have to listen to all the song before I can listen to stressed out then BAM I found out how!"
"June 20, 2017","Spotify is awesome!"
"August 23, 2017","LOVE"
"January 26, 2017","I don't know how they do it but this app is so intelligent it knows what I want to hear before I do. I would have given it 6 stars if I could have."
"March 6, 2017","LOVE IT"
"August 24, 2016","I enjoy Spotify very much. I love the fact that with premium I can listen to music anywhere I go and it doesn't use my data that much! I love listening to music and I will continue to use Spotify when I do!"
"December 9, 2016","Very good music App although the tablet version is much better since phone version is a random play-fest."
"September 23, 2015","Can't find anything wrong with this app it's awesome. 10x better than Pandora or any of the other music apps I used. Has a great variety of music so u shouldn't have a prob finding something to groove to. And I love that it has viral hits on here as well. OVERALL A DOPE MUSIC APP suggest u check it out"
"April 27, 2016","I've had many music apps pandora, musify, music downloader, iTunes:( but spotify is by far the best one ever lots of stations, artists, every song I've ever looked up! Plus you get to create your own playlists!!!"
"August 19, 2017","Best music app. Allows you to listen to your favorite artists and songs."
"March 2, 2016","I have the free versio. When I listen to my playlist, it will only play 10 of the 30 songs."
"December 19, 2015","Spotify has been my favorite music streaming app and one of my favorite apps in general. I can listen to all the music I want and make my own playlists, or list to playlists that were already made up. The sound is great and it's really easy to use. I'll continue to use Spotify because it's a great app."
"August 12, 2017","Since my church is one that creates music libraries, I can listen to all the songs that they put on there. I love it!!!!!"
"September 11, 2015","Spotify is nice for how it has all my favorite music and how its easy to find new ones that are in the same subject of the bands your listening to. It is nice to have in school, for parts, or at work. I love to listen to music and this app let's me do just that. I say this is my favorite app I have and its the best"
"February 17, 2017","Great"
"August 30, 2017","I love this app but every time a video ad comes on my tablet spazzes and refuses to play anything until I clear everything out and go back into the app. Idk if it's a glitch or what. Anyone else having this problem?"
"June 8, 2016","My favorite music app. Have everything downloaded offline so i can use away from the internet."
"July 23, 2015","I love this music service. I love being able to play the song of my choice and search for the songs of my choice and to also listen commercial free as long as I want to and to create playlists and subscribe to others play lists."
"March 12, 2017","I love the app and content, but for some reason the music keeps pausing on its own. And then iis especially annoying when I am working on an assignment and have to keep switching back to the app to turn the music back on. (Amazon Fire Tablet)"
"June 15, 2017","I love all the different playlists and discovering new music..."
"June 14, 2017","I have an spotify premium account on my galaxy when I to download the app on my Fire HD 8 it asks me to check my billing address and payment are from a supported country (I live in Spain). What should I (or spotify or amazon) do?"
"July 19, 2017","Spotlight has been working great for me I have had it for months and never been discouraged!! I recommend this app to y'all out there!Also getting spotlight premium is totally worth it it only costs a little and does so much!!!!😊"
"December 28, 2014","Very thorough collection of music. Having access to anything and everything without the guilt associated with stealing artists' intellectual property is always nice. I think the trade off of $9.99 a month for peace of mind and access to a large selection of music is a great thing."
"January 21, 2017","Omg this is one of my favorite apps ever I listen to my music on here very day, this is the best music app that I have ever gotten I have had this for about two months already and it is awesome you should definitely get this app you won't regret it.💗💖💗💖💗💖💗💖💗💖💗💖💗💖💗💖💗💖💋💋💋"
"October 22, 2017","I use my Spotify almost every day at work"
"July 6, 2017","sure I received a working product. Great product and very easy to work with. thank you so much for getting it to me With The Quickness These are great Work amazingly well the next will continue to buy Pretty good."
"January 1, 2017","Spotify is absolutely amazing. It's so easy to use! Just pick an artist or song and it plays what you want it to. Adds every once in awhile, but other than that, it's the best music playing app EVER!!! (You even get to skip as much as you want!)"
"July 4, 2015","I would recommend this app for everyone. Although u have to meet a certain age in order to listen to music it's good. But it keeps telling me to get premium or something. Put Spotify is great app. I would recommend this app to everyone. If u love music u should totally get this app. You get to listen to every single song u heard. Y name it it's there. THANKS SPOTIFY!!!😆😆"
"September 4, 2017","Good selection. Random play tends to be repetitive."
"August 22, 2017","I can . Listen to it all day and do homework without getting distracted I love it"
"August 15, 2017","I use Spotify when I run,football practice,sleep etc."
"August 4, 2017","I really enjoy that they have such a great selection."
"October 24, 2014","OMG I love this app. Once I downloaded it I spent the night browsing and saving songs and whole albums. Highly recommend!"
"September 6, 2017","I'm so pleased with this music app. If you truly love great, hard to find tracks, especially live recordings, Spotify is the best."
"August 6, 2017","I like it 😊"
"August 23, 2017","It's a little difficult and clumsy as far as setting up your own grouping of music for albums or radio station building .."
"March 16, 2017","Love Spotify!"
"April 10, 2017","Great music app only if you have premium"
"August 26, 2017","Best musicapp you can buy and you don't need your password for your e-mail!"
"July 14, 2017","App is very user friendly."
"August 23, 2017","Really like the music like this as i do alot of hobbies and i dont have to get up and change my music. Thank you very much for this."
"July 5, 2016","I believe I enjoy Spotify better than the other free music app offered for Kindle Fire. The commercials are very brief and only every half-hour. The ""navigation"" also seems to be less cumbersome than Brand P."
"September 12, 2014","I tried to stump it with some of my more obscure world music artist and Spotify had it covered. Very good. Took me a long time to finally give it a shot. I'm pleased so far."
"May 26, 2015","When I got Spotify I thought, &#34;I sure hope this doesn't suck.&#34; And let email just say, this app has reach my expectations and way over. I'm listening on the app as I write! I can search my favorite songs, my favorite artists and bands, also the albums I love! This is a terrific app and it should be shared."
"October 17, 2016","apps like an app should app"
"September 28, 2016","Blackberry 10 OS #1."
"February 18, 2016","Love this app this is way better than Pandora I like how you can listen to whole album and make a play list of my own to listen to this is soooooooooooo cool but I wish the price each month was a little bit cheaper. And the commercials was shorter so thank you the services Spotify"
"August 1, 2014","Amazing. Simple. Modern and stylish. Great quality. Exhaustive library of songs. Fun to use.  There's many easy ways you can listen to music. Whether you'd like to simply create a unique playlist of your own, listen to entire albums, create a radio station, or tap on browse to listen to playlist already provided to fit whatever mode your in, all are simple, fun ways to listen to the music that you love."
"March 14, 2017","It's lit, super lit"
"September 18, 2017","Great music application, perfect for me."
"April 21, 2017","It let's your feeling better love it"
"December 21, 2016","Spotify is the best. I upgraded to the family premium account and we all love it. I especially like that every week they custom make a playlist just for me."
"July 7, 2017","Great app. Not every song under the sun is available, but that's not their fault so still 5 star app. Get premium though for songs on the go without data."
"April 9, 2017","Premium membership is well worth it for the ""For daily mix"" and ""Weekly Discover"" playlists akonr. Makes a great gift for a kid you could add to your family plan as well."
